,pdbx_caspflag,pdbx_descriptor,title,pdbx_keywords,text,paper_title,pdbx_model_details,pdbx_model_type_details,Hchain,Lchain,antigen_chain,antigen_type,antigen_name,short_header,date,compound,organism,heavy_species,light_species,antigen_species,authors,method,pmid
7PNQ,N,,HUMAN CORONAVIRUS OC43 SPIKE GLYCOPROTEIN ECTODOMAIN IN COMPLEX WITH THE 43E6 ANTIBODY FAB FRAGMENT,VIRAL PROTEIN,"CORONAVIRUS, GLYCOPROTEIN, ANTIBODY, SPIKE, VIRAL PROTEIN",NEUTRALIZING EPITOPES ON THE HUMAN CORONAVIRUS OC43 SPIKE TRIMER,,,D,F,B,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,04/20/22,HUMAN CORONAVIRUS OC43 SPIKE GLYCOPROTEIN ECTODOMAIN IN COMPLEX WITH THE 43E6 ANTIBODY FAB FRAGMENT,HOMO SAPIENS; HUMAN CORONAVIRUS OC43,HOMO SAPIENS,HOMO SAPIENS,HUMAN CORONAVIRUS OC43,"HURDISS, D.L.",ELECTRON MICROSCOPY,NONE
7WS6,N,,STRUCTURES OF OMICRON SPIKE COMPLEXES ILLUMINATE BROAD-SPECTRUM NEUTRALIZING ANTIBODY DEVELOPMENT,VIRAL PROTEIN/IMMUNE SYSTEM,"COVID-19, SPIKE GLYCOPROTEIN, VIRUS, VIRAL PROTEIN, ANTIBODY, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",STRUCTURES OF OMICRON SPIKE COMPLEXES AND IMPLICATIONS FOR NEUTRALIZING ANTIBODY DEVELOPMENT.,,,I,H,C,PROTEIN,SPIKE PROTEIN S1,VIRAL PROTEIN/IMMUNE SYSTEM,06/01/22,STRUCTURES OF OMICRON SPIKE COMPLEXES ILLUMINATE BROAD-SPECTRUM NEUTRALIZING ANTIBODY DEVELOPMENT,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"GUO, H., GAO, Y., JI, X., YANG, H.",ELECTRON MICROSCOPY,NONE
7DD8,N,"THE HEAVY CHAIN OF 3C1 FAB, THE LIGHT CHAIN OF 3C1 CHAIN, SPIKE GLYCOPROTEIN","S-3C1-F1 STRUCTURE, ONE RBD IS UP AND TWO RBDS ARE DOWN, THE UP RBD BINDS WITH A 3C1 FAB",VIRAL PROTEIN,VIRAL PROTEIN,DEVELOPMENT AND STRUCTURAL BASIS OF A TWO-MAB COCKTAIL FOR TREATING SARS-COV-2 INFECTIONS.,,,A,B,C | D,PROTEIN | PROTEIN,SPIKE GLYCOPROTEIN | SPIKE GLYCOPROTEIN,VIRAL PROTEIN,10/28/20,"S-3C1-F1 STRUCTURE, ONE RBD IS UP AND TWO RBDS ARE DOWN, THE UP RBD BINDS WITH A 3C1 FAB",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS,MUS MUSCULUS,MUS MUSCULUS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2  | SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"CONG, Y., LIU, C.X.",ELECTRON MICROSCOPY,NONE
7EY4,N,,LOCAL CRYOEM OF THE SARS-COV-2 S6PV2 IN COMPLEX WITH BD-667,VIRAL PROTEIN,"COMPLEX ANTIBODY, VIRAL PROTEIN",STRUCTURES OF SARS-COV-2 B.1.351 NEUTRALIZING ANTIBODIES PROVIDE INSIGHTS INTO COCKTAIL DESIGN AGAINST CONCERNING VARIANTS.,,,H,L,R | N,PROTEIN | PROTEIN,SPIKE GLYCOPROTEIN | NTD,VIRAL PROTEIN,01/08/09,LOCAL CRYOEM OF THE SARS-COV-2 S6PV2 IN COMPLEX WITH BD-667,HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2  | HOMO SAPIENS,"LIU, P.L.",ELECTRON MICROSCOPY,NONE
7CZV,N,"SPIKE GLYCOPROTEIN, HEAVY CHAIN OF 4A8, LIGHT CHAIN OF 4A8",S PROTEIN OF SARS-COV-2 IN COMPLEX BOUND WITH P5A-1B6_3B,VIRAL PROTEIN,"SARS-COV-2, ANTIBODY, VIRAL PROTEIN",STRUCTURAL BASIS FOR BIVALENT BINDING AND INHIBITION OF SARS-COV-2 INFECTION BY HUMAN POTENT NEUTRALIZING ANTIBODIES.,,,H,K,A,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,03/10/21,S PROTEIN OF SARS-COV-2 IN COMPLEX BOUND WITH P5A-1B6_3B,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"YAN, R.H., ZHANG, Y.Y., LI, Y.N., ZHOU, Q.",ELECTRON MICROSCOPY,NONE
7M6H,N,"SPIKE GLYCOPROTEIN, BG7-20 FAB HEAVY CHAIN, BG7-20 FAB LIGHT CHAIN","STRUCTURE OF THE SARS-COV-2 S 2P TRIMER IN COMPLEX WITH THE HUMAN NEUTRALIZING ANTIBODY FAB FRAGMENT, BG7-20",VIRAL PROTEIN/ANTIVIRAL PROTEIN,"SARS-COV-2, CORONAVIRUS, COVID-19, ANTIBODY, NEUTRALIZING ANTIBODY, RECEPTOR BINDING DOMAIN, SPIKE GLYCOPROTEIN, ANTIVIRAL PROTEIN, VIRAL PROTEIN-ANTIVIRAL PROTEIN COMPLEX",B CELL GENOMICS BEHIND CROSS-NEUTRALIZATION OF SARS-COV-2 VARIANTS AND SARS-COV.,,,E,G,A,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN/ANTIVIRAL PROTEIN,05/05/21,"STRUCTURE OF THE SARS-COV-2 S 2P TRIMER IN COMPLEX WITH THE HUMAN NEUTRALIZING ANTIBODY FAB FRAGMENT, BG7-20",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"BARNES, C.O., BJORKMAN, P.J.",ELECTRON MICROSCOPY,NONE
7WO5,N,,SARS-COV-2 SPIKE IN COMPLEX WITH IGG 553-15 (S-553-15 TRIMER),VIRAL PROTEIN,"SARS-COV-2, SPIKE, ANTIBODY, VIRAL PROTEIN",STRUCTURAL STUDY OF SARS-COV-2 ANTIBODIES IDENTIFIES A BROAD-SPECTRUM ANTIBODY THAT NEUTRALIZES THE OMICRON VARIANT BY DISASSEMBLING THE SPIKE TRIMER.,,,H,I,C,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,07/20/22,SARS-COV-2 SPIKE IN COMPLEX WITH IGG 553-15 (S-553-15 TRIMER),HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"ZHAN, W.Q., ZHANG, X., CHEN, Z.G., SUN, L.",ELECTRON MICROSCOPY,NONE
7K8P,N,"C110 FAB HEAVY CHAIN, C110 FAB LIGHT CHAIN","CRYSTAL STRUCTURE OF AN ANTI-SARS-COV-2 HUMAN NEUTRALIZING ANTIBODY FAB FRAGMENT, C110",IMMUNE SYSTEM,"HUMAN NEUTRALIZING ANTIBODY, SARS-COV-2, RECEPTOR BINDING DOMAIN, COVID-19, IMMUNE SYSTEM",SARS-COV-2 NEUTRALIZING ANTIBODY STRUCTURES INFORM THERAPEUTIC STRATEGIES.,,,H,L,,,,IMMUNE SYSTEM,09/27/20,"CRYSTAL STRUCTURE OF AN ANTI-SARS-COV-2 HUMAN NEUTRALIZING ANTIBODY FAB FRAGMENT, C110",HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,,"DAM, K.A., BARNES, C.O., BJORKMAN, P.J.",X-RAY DIFFRACTION,NONE
6YZ7,N,"SPIKE GLYCOPROTEIN, ANTIBODY CR3022, ANTIBODY LIGHT CHAIN, NANOBODY","H11-D4, SARS-COV-2 RBD, CR3022 TERNARY COMPLEX",VIRAL PROTEIN,"ANTIBODY, NANOBODY COMPLEX, RBD, VIRAL PROTEIN",STRUCTURAL CHARACTERISATION OF A NANOBODY DERIVED FROM A NAIVE LIBRARY THAT NEUTRALISES SARS-COV-2,,,D,,A,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,05/06/20,"H11-D4, SARS-COV-2 RBD, CR3022 TERNARY COMPLEX",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA,LAMA GLAMA,,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"NAISMITH, J.H., REN, J., ZHOU, D., ZHAO, Y., STUART, D.I.",X-RAY DIFFRACTION,NONE
6WAR,N,"SPIKE PROTEIN, NANOBODY MERS VHH-55",CRYSTAL STRUCTURE OF THE MERS-COV RBD BOUND BY THE NEUTRALIZING SINGLE-DOMAIN ANTIBODY MERS VHH-55,VIRAL PROTEIN/IMMUNE SYSTEM,"MERS-COV, NANOBODY, CORONAVIRUS, RBD, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",STRUCTURAL BASIS FOR POTENT NEUTRALIZATION OF BETACORONAVIRUSES BY SINGLE-DOMAIN CAMELID ANTIBODIES.,,,D,,C,PROTEIN,SPIKE PROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,04/08/20,CRYSTAL STRUCTURE OF THE MERS-COV RBD BOUND BY THE NEUTRALIZING SINGLE-DOMAIN ANTIBODY MERS VHH-55,MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; LAMA GLAMA,LAMA GLAMA,,MIDDLE EAST RESPIRATORY SYNDROME-RELATEDCORONAVIRUS ,"WRAPP, D., TORRES, G.M., MCLELLAN, J.S.",X-RAY DIFFRACTION,NONE
7VYR,N,,CRYSTAL STRUCTURE OF SARS-COV-2 SPIKE RBD IN COMPLEX WITH THE D27 NEUTRALIZING ANTIBODY FAB FRAGMENT,VIRAL PROTEIN/IMMUNE SYSTEM,"COMPUTATIONAL DESIGN, NEUTRALIZING ANTIBODY, SARS-COV-2, VIRAL PROTEIN, IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",COMPUTATIONAL DESIGN OF A NEUTRALIZING ANTIBODY WITH PICOMOLAR BINDING AFFINITY FOR ALL CONCERNING SARS-COV-2 VARIANTS.,,,H,L,R,PROTEIN,SPIKE PROTEIN S1,VIRAL PROTEIN/IMMUNE SYSTEM,03/02/22,CRYSTAL STRUCTURE OF SARS-COV-2 SPIKE RBD IN COMPLEX WITH THE D27 NEUTRALIZING ANTIBODY FAB FRAGMENT,HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"JEONG, B.-S., OH, B.-H.",X-RAY DIFFRACTION,NONE
5W9L,N,"SPIKE GLYCOPROTEIN, G4 VH, G4 VL",MERS S ECTODOMAIN TRIMER IN COMPLEX WITH VARIABLE DOMAIN OF NEUTRALIZING ANTIBODY G4,VIRAL PROTEIN,"IMMUNOGEN, PEPLOMER, VIRAL SPIKE, MERS, MERS S PROTEIN, ANTIBODY, G4, VIRAL PROTEIN",IMMUNOGENICITY AND STRUCTURES OF A RATIONALLY DESIGNED PREFUSION MERS-COV SPIKE ANTIGEN.,,,E,F,D,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,06/23/17,MERS S ECTODOMAIN TRIMER IN COMPLEX WITH VARIABLE DOMAIN OF NEUTRALIZING ANTIBODY G4,MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS,MUS MUSCULUS,MUS MUSCULUS,MIDDLE EAST RESPIRATORY SYNDROME-RELATEDCORONAVIRUS ,"PALLESEN, J., WARD, A.B.",ELECTRON MICROSCOPY,NONE
7WS0,N,,STRUCTURES OF OMICRON SPIKE COMPLEXES ILLUMINATE BROAD-SPECTRUM NEUTRALIZING ANTIBODY DEVELOPMENT,VIRAL PROTEIN/IMMUNE SYSTEM,"COVID-19, SPIKE GLYCOPROTEIN, VIRUS, VIRAL PROTEIN, ANTIBODY, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",STRUCTURES OF OMICRON SPIKE COMPLEXES AND IMPLICATIONS FOR NEUTRALIZING ANTIBODY DEVELOPMENT.,,,G,F,B,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,06/01/22,STRUCTURES OF OMICRON SPIKE COMPLEXES ILLUMINATE BROAD-SPECTRUM NEUTRALIZING ANTIBODY DEVELOPMENT,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"GUO, H., GAO, Y., JI, X., YANG, H.",ELECTRON MICROSCOPY,NONE
7LY0,N,"SPIKE GLYCOPROTEIN, S2M28 FAB LIGHT CHAIN VARIABLE REGION, S2M28 FAB HEAVY CHAIN VARIABLE REGION",SARS-COV-2 S/S2M11/S2M28 LOCAL REFINEMENT,VIRAL PROTEIN/IMMUNE SYSTEM,"ANTIBODY, VIRAL PROTEIN, STRUCTURAL GENOMICS, SEATTLE STRUCTURAL GENOMICS CENTER FOR INFECTIOUS DISEASE, SSGCID, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",N-TERMINAL DOMAIN ANTIGENIC MAPPING REVEALS A SITE OF VULNERABILITY FOR SARS-COV-2.,,,H,L,A,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,04/14/21,SARS-COV-2 S/S2M11/S2M28 LOCAL REFINEMENT,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"MCCALLUM, M., VEESLER, D., SEATTLE STRUCTURAL GENOMICS CENTER FOR INFECTIOUS DISEASE (SSGCID)",ELECTRON MICROSCOPY,NONE
7WUH,N,,SARS-COV-2 SPIKE IN COMPLEX WITH FAB OF M31A7,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-COV-2, MONOCLONAL ANTIBODY, BROAD NEUTRALIZATION, M31A7, MONO-GLCNAC-DECORATED S VACCINE, MEMORY B CELLS, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",VACCINATION WITH SARS-COV-2 SPIKE PROTEIN LACKING GLYCAN SHIELDS ELICITS ENHANCED PROTECTIVE RESPONSES IN ANIMAL MODELS.,,,D,F,C,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,03/23/22,SARS-COV-2 SPIKE IN COMPLEX WITH FAB OF M31A7,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"CHEN, X., WU, Y.-M.",ELECTRON MICROSCOPY,NONE
7X7U,N,,"CRYO-EM STRUCTURE OF SARS-COV-2 DELTA VARIANT SPIKE PROTEIN IN COMPLEX WITH THREE NABS X01, X10 AND X17",VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-COV-2 DELTA VARIANT, NEUTRALIZING ANTIBODY, CRYO-EM, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX","CRYO-EM STRUCTURE OF SARS-COV-2 DELTA VARIANT SPIKE PROTEIN IN COMPLEX WITH THREE NABS X01, X10 AND X17",,,C,D,G,PROTEIN,SPIKE PROTEIN S1,VIRAL PROTEIN/IMMUNE SYSTEM,08/17/22,"CRYO-EM STRUCTURE OF SARS-COV-2 DELTA VARIANT SPIKE PROTEIN IN COMPLEX WITH THREE NABS X01, X10 AND X17",MUS MUSCULUS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,MUS MUSCULUS,MUS MUSCULUS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"SUN, H., LIU, L., ZHANG, T., ZHENG, Q., LI, S., XIA, N.",ELECTRON MICROSCOPY,NONE
5W9K,N,"SPIKE GLYCOPROTEIN, G4 VH, G4 VL",MERS S ECTODOMAIN TRIMER IN COMPLEX WITH VARIABLE DOMAIN OF NEUTRALIZING ANTIBODY G4,VIRAL PROTEIN,"IMMUNOGEN, PEPLOMER, VIRAL SPIKE, MERS, MERS S PROTEIN, ANTIBODY, G4, VIRAL PROTEIN",IMMUNOGENICITY AND STRUCTURES OF A RATIONALLY DESIGNED PREFUSION MERS-COV SPIKE ANTIGEN.,,,H,I,G,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,06/23/17,MERS S ECTODOMAIN TRIMER IN COMPLEX WITH VARIABLE DOMAIN OF NEUTRALIZING ANTIBODY G4,MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS,MUS MUSCULUS,MUS MUSCULUS,MIDDLE EAST RESPIRATORY SYNDROME-RELATEDCORONAVIRUS ,"PALLESEN, J., WARD, A.B.",ELECTRON MICROSCOPY,NONE
7N9E,N,,POTENT NEUTRALIZING NANOBODIES RESIST CONVERGENT CIRCULATING VARIANTS OF SARS-COV-2 BY TARGETING NOVEL AND CONSERVED EPITOPES-COVS WITH NB34,VIRAL PROTEIN/IMMUNE SYSTEM,"COVS NB34 NANOBODY, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",POTENT NEUTRALIZING NANOBODIES RESIST CONVERGENT CIRCULATING VARIANTS OF SARS-COV-2 BY TARGETING DIVERSE AND CONSERVED EPITOPES,,,D,,A | B,PROTEIN | PROTEIN,SPIKE GLYCOPROTEIN | SPIKE GLYCOPROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,08/04/21,POTENT NEUTRALIZING NANOBODIES RESIST CONVERGENT CIRCULATING VARIANTS OF SARS-COV-2 BY TARGETING NOVEL AND CONSERVED EPITOPES-COVS WITH NB34,LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,LAMA GLAMA,,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2  | SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"SUN, D., ZHANG, C., SHI, Y.",ELECTRON MICROSCOPY,NONE
6C6X,N,"JC57-14 HEAVY CHAIN, JC57-14 LIGHT CHAIN",CRYSTAL STRUCTURE OF MIDDLE-EAST RESPIRATORY SYNDROME (MERS) CORONAVIRUS NEUTRALIZING ANTIBODY JC57-14 ISOLATED FROM A VACCINATED RHESUS MACAQUE.,IMMUNE SYSTEM,"ANTIBODY, NEUTRALIZING, VACCINE, IMMUNE SYSTEM",IMPORTANCE OF NEUTRALIZING MONOCLONAL ANTIBODIES TARGETING MULTIPLE ANTIGENIC SITES ON THE MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS SPIKE GLYCOPROTEIN TO AVOID NEUTRALIZATION ESCAPE.,,,E,F,,,,IMMUNE SYSTEM,01/19/18,CRYSTAL STRUCTURE OF MIDDLE-EAST RESPIRATORY SYNDROME (MERS) CORONAVIRUS NEUTRALIZING ANTIBODY JC57-14 ISOLATED FROM A VACCINATED RHESUS MACAQUE.,MACACA MULATTA,MACACA MULATTA,MACACA MULATTA,,"JOYCE, M.G., MASCOLA, J.R., GRAHAM, B.S., KWONG, P.D.",X-RAY DIFFRACTION,NONE
7EK0,N,,COMPLEX STRUCTURE OF ANTIBODY BD-503 AND RBD-N501Y OF COVID-19,VIRAL PROTEIN/IMMUNE SYSTEM,"COVID-19, SARS-COV-2, NEUTRALIZATION ANTIBODY, ANTIVIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",COMPLEX STRUCTURE OF ANTIBODY BD-503 AND RBD-N501Y OF COVID-19,,,H,L,R,PROTEIN,SPIKE PROTEIN S1,VIRAL PROTEIN/IMMUNE SYSTEM,04/13/22,COMPLEX STRUCTURE OF ANTIBODY BD-503 AND RBD-N501Y OF COVID-19,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"XU, H., WANG, B., ZHAO, T.N., SU, X.D.",X-RAY DIFFRACTION,NONE
7CAK,N,"SPIKE GLYCOPROTEIN, LIGHT CHAIN OF H014 FAB, HEAVY CHAIN OF H014 FAB",SARS-COV-2 S TRIMER WITH THREE RBD IN THE OPEN STATE AND COMPLEXED WITH THREE H014 FAB,VIRAL PROTEIN,"NEUTRALIZING ANTIBODY, VIRAL PROTEIN",STRUCTURAL BASIS FOR NEUTRALIZATION OF SARS-COV-2 AND SARS-COV BY A POTENT THERAPEUTIC ANTIBODY.,,,I,H,C,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,06/08/20,SARS-COV-2 S TRIMER WITH THREE RBD IN THE OPEN STATE AND COMPLEXED WITH THREE H014 FAB,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"ZHE, L., CAO, L., DENG, Y., SUN, Y., WANG, N., XIE, L., WANG, Y., RAO, Z., QIN, C., WANG, X.",ELECTRON MICROSCOPY,NONE
6WIX,N,"ENVELOPE GLYCOPROTEIN GP41, 35O22 SCFV HEAVY CHAIN, 35O22 SCFV LIGHT CHAIN, ENVELOPE GLYCOPROTEIN GP120, 3H109L FAB HEAVY CHAIN, 3H109L FAB LIGHT CHAIN",CRYSTAL STRUCTURE OF HIV-1 MI369 RNS-DS.SOSIP PREFUSION ENV TRIMER IN COMPLEX WITH HUMAN ANTIBODIES 3H109L AND 35O22 AT 3.5 ANGSTROM,VIRAL PROTEIN/IMMUNE SYSTEM,"HIV-1 ENVELOPE PREFUSION TRIMER, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",AUTOMATED DESIGN BY STRUCTURE-BASED STABILIZATION AND CONSENSUS REPAIR TO ACHIEVE PREFUSION-CLOSED ENVELOPE TRIMERS IN A WIDE VARIETY OF HIV STRAINS.,,,D,E,B,PROTEIN,ENVELOPE GLYCOPROTEIN GP41,VIRAL PROTEIN/IMMUNE SYSTEM,11/25/20,CRYSTAL STRUCTURE OF HIV-1 MI369 RNS-DS.SOSIP PREFUSION ENV TRIMER IN COMPLEX WITH HUMAN ANTIBODIES 3H109L AND 35O22 AT 3.5 ANGSTROM,HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,HUMAN IMMUNODEFICIENCY VIRUS 1,"LAI, Y.-T., OLIA, A., KWONG, P.D.",X-RAY DIFFRACTION,NONE
7ENG,N,,CRYO-EM STRUCTURE OF THE SARS-COV-2 S-6P IN COMPLEX WITH FAB30 (LOCAL REFINEMENT OF THE RBD AND FAB30),VIRAL PROTEIN,"IMMUNE SYSTEM, VIRAL PROTEIN",A POTENT HUMAN MONOCLONAL ANTIBODY WITH PAN-NEUTRALIZING ACTIVITIES DIRECTLY DISLOCATES S TRIMER OF SARS-COV-2 THROUGH BINDING BOTH UP AND DOWN FORMS OF RBD,,,H,L,B,PROTEIN,SPIKE GLYCOPROTEIN,VIRAL PROTEIN,04/06/22,CRYO-EM STRUCTURE OF THE SARS-COV-2 S-6P IN COMPLEX WITH FAB30 (LOCAL REFINEMENT OF THE RBD AND FAB30),HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"WANG, X.F., ZHU, Y.Q.",ELECTRON MICROSCOPY,NONE
7SL5,N,,CRYSTAL STRUCTURE OF VP12E7 FAB IN COMPLEX WITH SARS-COV-2 S FUSION PEPTIDE,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-COV-2 SPIKE, COVID-19, FUSION PEPTIDE, FAB, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX, STRUCTURAL GENOMICS, SEATTLE STRUCTURAL GENOMICS CENTER FOR INFECTIOUS DISEASE, SSGCID",ACE2-BINDING EXPOSES THE SARS-COV-2 FUSION PEPTIDE TO BROADLY NEUTRALIZING CORONAVIRUS ANTIBODIES.,,,D,E,F,PEPTIDE,PRO-SER-LYS-ARG-SER-PHE-ILE-GLU-ASP-LEU-LEU-PHE-ASN,VIRAL PROTEIN/IMMUNE SYSTEM,07/20/22,CRYSTAL STRUCTURE OF VP12E7 FAB IN COMPLEX WITH SARS-COV-2 S FUSION PEPTIDE,MAMMAL ENVIRONMENTAL SAMPLE; SYNTHETIC CONSTRUCT,MAMMAL ENVIRONMENTAL SAMPLE,MAMMAL ENVIRONMENTAL SAMPLE,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"TORTORICI, M.A., VEESLER, D., SEATTLE STRUCTURAL GENOMICS CENTER FOR INFECTIOUS DISEASE (SSGCID)",X-RAY DIFFRACTION,NONE
7Q9G,N,,COVOX-222 FAB IN COMPLEX WITH SARS-COV-2 BETA-SPIKE GLYCOPROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-COV2, SPIKE, GLYCOPROTEIN, ANTIBODY, FAB, B.1.135, BETA VARIANT, COMPLEX, NEUTRALISING, CONVALESCENT SERA, VIRAL PROTEIN/IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",THE ANTIBODY RESPONSE TO SARS-COV-2 BETA UNDERSCORES THE ANTIGENIC DISTANCE TO OTHER VARIANTS.,,,H,L,A,PROTEIN,SURFACE GLYCOPROTEIN,VIRAL PROTEIN/IMMUNE SYSTEM,12/15/21,COVOX-222 FAB IN COMPLEX WITH SARS-COV-2 BETA-SPIKE GLYCOPROTEIN,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS2 ,"DUYVESTEYN, H.M.E., REN, J., STUART, D.I.",ELECTRON MICROSCOPY,NONE
7N3H,N,,CRYSTAL STRUCTURE OF AN ANTI-SARS-COV-2 HUMAN NEUTRALIZING ANTIBODY FAB FRAGMENT C099,IMMUNE SYSTEM,"SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS-2, SPIKE PROTEIN, NEUTRALIZING ANTIBODIES, IMMUNE SYSTEM","AFFINITY MATURATION OF SARS-COV-2 NEUTRALIZING ANTIBODIES CONFERS POTENCY, BREADTH, AND RESILIENCE TO VIRAL ESCAPE MUTATIONS.",,,H,L,,,,IMMUNE SYSTEM,08/04/21,CRYSTAL STRUCTURE OF AN ANTI-SARS-COV-2 HUMAN NEUTRALIZING ANTIBODY FAB FRAGMENT C099,HOMO SAPIENS,HOMO SAPIENS,HOMO SAPIENS,,"FLYAK, A.I., BJORKMAN, P.J., BARNES, C.O.",X-RAY DIFFRACTION,NONE
