pdb_id,pdbx_caspflag,pdbx_descriptor,title,pdbx_keywords,text,pdbx_model_type_details,pdbx_model_details
6IKM,N,"Polyamine transport protein, ScFv5",A Potent Anti-SpuE Antibody Allosterically Inhibits Type III Secretion System and Attenuates Virulence of Pseudomonas Aeruginosa.,ANTIMICROBIAL PROTEIN,"Type three secretion system, antibody, SpuE, ATP binding cassette, ANTIMICROBIAL PROTEIN",,
7VV3,N,,Cryo-EM structure of pseudoallergen receptor MRGPRX2 complex with linear cortistatin-14,MEMBRANE PROTEIN,"G Protein-Coupled Receptor, MEMBRANE PROTEIN",,
2KQN,,,A single mutation promotes amyloidogenicity through a highly promiscuous dimer interface.,IMMUNE SYSTEM,"Amyloidosis, Immunoglobulin kappa light chain, homodimer, Bence-Jones protein, Disulfide bond, Immunoglobulin domain, Immunoglobulin V region, IMMUNE SYSTEM",,"lowest energy, model 1"
1DBK,,"FAB' FRAGMENT OF MONOCLONAL ANTIBODY DB3 (IGG1, SUBGROUP 2A, KAPPA 1) COMPLEXED WITH 5-BETA-ANDROSTANE-3,17-DIONE",Molecular basis of crossreactivity and the limits of antibody-antigen complementarity.,IMMUNOGLOBULIN,IMMUNOGLOBULIN,,
5I76,,"FM318_light_chain, FM318_heavy_cahin",Bacterial production and structure-functional validation of a recombinant antigen-binding fragment (Fab) of an anti-cancer therapeutic antibody targeting epidermal growth factor receptor.,IMMUNE SYSTEM,"Antibody fragment, Recombinant Fab, Cetuximab, EGFR, IMMUNE SYSTEM",,
5O0W,N,"Fructose-bisphosphate aldolase (E.C.4.1.2.13), Nb474",Structural basis for the high specificity of a Trypanosoma congolense immunoassay targeting glycosomal aldolase.,LYASE,"complex, Nanobody, aldolase, diagnosis, lyase",,
5ZS0,N,"7B11 light chain, 7B11 heavy chain, Envelope glycoprotein B,Envelope glycoprotein B",Structural Basis for the Recognition of Pseudorabies Virus Glycoprotein B by a Complement-dependent Neutralizing Antibody,VIRAL PROTEIN,"complex with antibody, fusion protein, VIRAL PROTEIN",,
5F6H,,"DH427 Antibody Light Chain, DH427 Antibody Heavy Chain",Structural Constraints of Vaccine-Induced Tier-2 Autologous HIV Neutralizing Antibodies Targeting the Receptor-Binding Site.,IMMUNE SYSTEM,"FAB FRAGMENT, HIV-1, ANTIBODY, IMMUNE SYSTEM",,
2NYY,,"Botulinum neurotoxin type A (E.C.3.4.24.69), CR1 monoclonal antibody fragment",Molecular evolution of antibody cross-reactivity for two subtypes of type A botulinum neurotoxin.,TOXIN/IMMUNE SYSTEM,"BOTULINUM, NEUROTOXIN, FAB, PROTEIN ANTIBODY COMPLEX, TOXIN-IMMUNE SYSTEM COMPLEX",,
7F55,N,,Structural insights into ligand recognition and activation of the melanocortin-4 receptor.,MEMBRANE PROTEIN,"single particle, membrane protein, Class A G-protein-coupled receptors",,
5I8O,,"HMM5 antibody heavy chain, HMM5 antibody light chain",Structure of HMM5 Fab with a bound disaccharide,IMMUNE SYSTEM,"antibody Fab glycan allergy, immune system",,
3BKM,,"WO2 IgG2a Fab fragment Light Chain Kappa, WO2 IgG2a Fab fragment Heavy Chain",Amyloid-beta-anti-amyloid-beta complex structure reveals an extended conformation in the immunodominant B-cell epitope.,IMMUNE SYSTEM,"Abeta, amyloid beta peptide, Fab, WO2, alzheimer's disease, immunotherapies, APP, IMMUNE SYSTEM",,
5HHV,,"Interleukin-17A, CAT-2000 FAB heavy chain, IL-17A peptide inhibitor, CAT-2000 FAB light chain",Inhibiting complex IL-17A and IL-17RA interactions with a linear peptide.,IMMUNE SYSTEM/INHIBITOR,"IL-17, inflammation, inhibitor, complex crystal structure, IMMUNE SYSTEM-INHIBITOR complex",,
1IGJ,,"FAB (IGG2A,KAPPA) FRAGMENT (26-10) COMPLEX WITH DIGOXIN",26-10 Fab-digoxin complex: affinity and specificity due to surface complementarity.,IMMUNOGLOBULIN,IMMUNOGLOBULIN,,
6AZX,N,"663 antibody, heavy chain, 663 antibody, light chain",Natural Parasite Exposure Induces Protective Human Anti-Malarial Antibodies.,IMMUNE SYSTEM,"Malaria, Circumsporozoite protein, Fab, IMMUNE SYSTEM",,
1J1O,,,The Role of Hydrogen Bonding via Interfacial Water Molecules in Antigen-Antibody Complexation. THE HyHEL-10-HEL INTERACTION,IMMUNE SYSTEM/HYDROLASE,"ANTIGEN-ANTIBODY COMPLEX, IMMUNE SYSTEM-HYDROLASE COMPLEX",,
1MEL,,"VH SINGLE-DOMAIN ANTIBODY, LYSOZYME",Crystal structure of a camel single-domain VH antibody fragment in complex with lysozyme.,COMPLEX (ANTIBODY/ANTIGEN),"CAMEL SINGLE-DOMAIN ANTI-LYSOZYME, COMPLEX (ANTIBODY-ANTIGEN), COMPLEX (ANTIBODY-ANTIGEN) complex",,
6AZ2,N,"Fab Heavy Chain, Histone chaperone ASF1, Fab Light Chain",Locking the Elbow: Improved Antibody Fab Fragments as Chaperones for Structure Determination.,IMMUNE SYSTEM,"Antibody, Complex, Asf1, Crystal Chaperone, IMMUNE SYSTEM",,
6WOS,N,"Fab AR3A heavy chain, Polyprotein, Fab AR3A light chain",An alternate conformation of HCV E2 neutralizing face as an additional vaccine target.,IMMUNE SYSTEM,"HCV, broadly neutralizing antibodies, bNAbs, E2 core, IGHV1-69, IMMUNE SYSTEM",,
3BJ9,,Immunoglobulin iota chain,Engineering and characterization of a single chain surrogate light chain variable domain.,IMMUNE SYSTEM,"immunoglobulin domain, beta sheet, Polymorphism, IMMUNE SYSTEM",,
7LF1,N,,Cryo-EM structures of inhibitory antibodies complexed with arginase 1 provide insight into mechanism of action.,HYDROLASE/IMMUNE SYSTEM,"Arginase, Metalloenzyme, IMMUNE SYSTEM, HYDROLASE-IMMUNE SYSTEM complex",,
4B50,,2H10 LLAMA VHH,A Gp41 Mper-Specific Llama Vhh Requires a Hydrophobic Cdr3 for Neutralization But not for Antigen Recognition.,IMMUNE SYSTEM,"IMMUNE SYSTEM, NEUTRALIZING ANTIBODY",,
6MAM,N,"ADI-15946 Fab Heavy Chain, ADI-15946 Fab Light Chain, Envelope glycoprotein",Structural basis of broad ebolavirus neutralization by a human survivor antibody.,Viral protein/immune system,"Ebola, ebolavirus, antibody, mab, fab, GP, glycoprotein, cleaved, monoclonal, broad, filovirus, marburg, EBOV, BDBV, SUDV, RESTV, TAFV, MARV, RAVV, bundibugyo, sudan, human, VIRAL PROTEIN, Viral protein-immune system complex",,
6OL7,N,"glVRC01 Heavy Chain, glVRC01 Light Chain, iv8 Light Chain, iv8 Heavy Chain",Anti-idiotypic antibodies elicit anti-HIV-1-specific B cell responses.,IMMUNE SYSTEM,"glVRC01, Iv8, Anti-Idiotype, scFv, antibody, HIV, IMMUNE SYSTEM",,
5TH2,N,"Cetuximab Fab light chain, Cetuximab Fab heavy chain, L5E meditope variant",Natural and non-natural amino-acid side-chain substitutions: affinity and diffraction studies of meditope-Fab complexes.,IMMUNE SYSTEM,"antibody, anti-EGFR, immune system",,
5MI0,N,"Reticulocyte binding-like protein 5,Reticulocyte binding protein 5, MONOCLONAL ANTIBODY 9AD4",One-step design of a stable variant of the malaria invasion protein RH5 for use as a vaccine immunogen.,IMMUNE SYSTEM,"malaria immunogen design Rosetta PROSS, immune system",,
2DQU,,IMMUNOGLOBULIN 6D9,Thermodynamic and structural basis for transition-state stabilization in antibody-catalyzed hydrolysis,IMMUNE SYSTEM,"CATALYTIC ANTIBODY, ESTER HYDROLYSIS, ESTEROLYTIC, FAB, IMMUNOGLOBULIN, IMMUNE SYSTEM",,
5JDS,N,"Nanobody, Programmed cell death 1 ligand 1",Structural basis of a novel PD-L1 nanobody for immune checkpoint blockade.,IMMUNE SYSTEM,"Nanobody, IMMUNE SYSTEM",,
6B7Z,N,"Insulin-degrading enzyme (E.C.3.4.24.56), FAB H11 heavy chain, FAB H11 light chain",Ensemble cryoEM elucidates the mechanism of insulin capture and degradation by human insulin degrading enzyme.,HYDROLASE/IMMUNE SYSTEM,"IDE, insulin degrading enzyme, amyloid beta, BIOSYNTHETIC PROTEIN, HYDROLASE-IMMUNE SYSTEM complex",,
4XMP,,"Envelope glycoprotein gp120, HEAVY CHAIN OF ANTIBODY VRC08, LIGHT CHAIN OF ANTIBODY VRC08",Maturation and Diversity of the VRC01-Antibody Lineage over 15 Years of Chronic HIV-1 Infection.,IMMUNE SYSTEM,"Antibody, HIV-1, IMMUNE SYSTEM",,
5GXB,N,"Lactose permease, nanobody",Crystal structure of a LacY-nanobody complex in a periplasmic-open conformation.,TRANSPORT PROTEIN,"transporter, TRANSPORT PROTEIN",,
7MFA,N,,Structures of HIV-1 Neutralizing Antibody 10E8 Delineate the Mechanistic Basis of Its Multi-Peak Behavior on Size-Exclusion Chromatography.,IMMUNE SYSTEM,"Monoclonal antibody 10E8, MPER, cis-trans isomerization, size-exclusion chromatography, IMMUNE SYSTEM",,
6I2G,N,"ALFA nanobody, N7P-SER-ARG-LEU-GLU-GLU-GLU-LEU-ARG-ARG-ARG-LEU-THR-GLU-LPD",The ALFA-tag is a highly versatile tool for nanobody-based bioscience applications.,PEPTIDE BINDING PROTEIN,"Nanobody, ALFA, tag, PEPTIDE BINDING PROTEIN",,
7A3N,N,,The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.,VIRAL PROTEIN,"VIRAL PROTEIN, FLAVIVIRUS, CLASS 2 FUSION PROTEIN, ANTIBODY, Fab, IMMUNOCOMPLEX, ZIKA, broadly neutralising antibody",,
6SNE,N,"Envelope glycoprotein gp160, LN01 light chain, LN01 heavy chain",Structural Basis for Broad HIV-1 Neutralization by the MPER-Specific Human Broadly Neutralizing Antibody LN01.,IMMUNE SYSTEM,"gp41, antibody, complex, MPER, IMMUNE SYSTEM",,
3IDY,,"HIV-1 HxBc2 gp120 core, Fab b13 heavy chain, Fab b13 light chain",Structural basis of immune evasion at the site of CD4 attachment on HIV-1 gp120.,IMMUNE SYSTEM,"HIV-1, antibody, gp120, b13, Envelope glycan protein, CD4-binding site, AIDS, Apoptosis, Cell membrane, Cleavage on pair of basic residues, Disulfide bond, Envelope protein, Fusion protein, Host-virus interaction, Membrane, Transmembrane, Viral immunoevasion, Virion, IMMUNE SYSTEM",,
3IY0,,"Fab 14, xray structure of variable domains fitted into cryoEM map",Structural comparison of different antibodies interacting with parvovirus capsids,IMMUNE SYSTEM,"cryoEM, neutralizing antibody, parvovirus, canine, feline, fab footprint, IMMUNE SYSTEM",,
2R8S,N,PROTEIN/RNA Complex,Synthetic antibodies for specific recognition and crystallization of structured RNA,IMMUNE SYSTEM/RNA,"protein-RNA complex, Fab-RNA complex, IMMUNE SYSTEM-RNA COMPLEX",,
7LSB,N,"B1 Fab heavy chain, B1 Fab light chain","Structure of B1, a monoclonal VEGFR2 parental of KD035","ANTITUMOR PROTEIN,IMMUNE SYSTEM","VEGFR2, KD035, Antibody, ANTITUMOR PROTEIN, IMMUNE SYSTEM",,
3P11,,"Fab DL11 heavy chain, Fab DL11 light chain, Receptor tyrosine-protein kinase erbB-3 (E.C.2.7.10.1)",A two-in-one antibody against HER3 and EGFR has superior inhibitory activity compared with monospecific antibodies.,IMMUNE SYSTEM,"beta-sandwich, antigens HER3, IMMUNE SYSTEM",,
7LD1,N,,In vitro and in vivo functions of SARS-CoV-2 infection-enhancing and neutralizing antibodies.,IMMUNE SYSTEM,"RBD antibody, DH1047, SARS, COVID-19, SARS-CoV-2 2P S ectodomain, VIRAL PROTEIN, IMMUNE SYSTEM",,
4M62,,"GEP2 FV light chain, GEP2 FV heavy chain, T117",Ontogeny of Recognition Specificity and Functionality for the Broadly Neutralizing Anti-HIV Antibody 4E10.,IMMUNE SYSTEM,"GEP, 4E10 germline, Immunoglobulin, Antiboody, HIV, IMMUNE SYSTEM",,
7RCO,N,,Dramatic activation of an antibody by a single amino acid change in framework.,IMMUNE SYSTEM,"TGF-beta-2, Conformational antibody, IMMUNE SYSTEM",,
5F9A,,"Adhesin binding fucosylated histo-blood group antigen, Nanobody Nb-ER19",Structural Insights into Polymorphic ABO Glycan Binding by Helicobacter pylori.,CELL ADHESION,"Adhesin, Lectin, Nanobody, Complex, Cell Adhesion",,
7E14,N,"Gs, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, G protein, Nb35, Glucagon-like peptide 1 receptor",Molecular insights into ago-allosteric modulation of the human glucagon-like peptide-1 receptor.,MEMBRANE PROTEIN,"ago-allosteric modulation of GLP-1R, MEMBRANE PROTEIN",,
4HBC,,"Antigen Binding Fragment, Immunoglobulin IgG - Heavy Chain, Antigen Binding Fragment, Immunoglobulin IgG - Light Chain",Crystal structure of a conformation-dependent rabbit IgG Fab specific for amyloid prefibrillar oligomers.,IMMUNE SYSTEM,"Fab, rabbit, conformation-specific, amyloid, immune system",,
3NFS,,"Heavy chain of Fab fragment of daclizumab, Light chain of Fab fragment of daclizumab",Structural basis of immunosuppression by the therapeutic antibody daclizumab,IMMUNE SYSTEM,"IL-2Ra, CD25, Daclizumab, Zenapax, therapeutic antibody, immune system",,
6BB4,N,"Mouse monoclonal antibody C5.2 Fab light chain, Mouse monoclonal antibody C5.2 Fab heavy chain, Microtubule-associated protein tau",Tau Antibody Structure Reveals a Molecular Switch Defining a Pathological Conformation of the Tau Protein.,IMMUNE SYSTEM,"monoclonal antibody, fab, tau, phosphorylation state -specific antibody, IMMUNE SYSTEM",,
7QJI,N,,Structural and functional properties of a magnesium transporter of the SLC11/NRAMP family.,MEMBRANE PROTEIN,"SLC11, NRAMP-related Mg2+ transporter, Nanobody complex, membrane protein",,
4YHL,,aDabi-Fab2a heavy chain,Structure-guided residence time optimization of a dabigatran reversal agent.,IMMUNE SYSTEM,"Antibody, Dabigatran, Pradaxa, Antidote, Reversal Agent, immune system",,
7Q9G,N,,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Viral Protein/Immune System,"SARS-CoV2, Spike, glycoprotein, antibody, fab, B.1.135, beta variant, Complex, neutralising, convalescent sera, Viral Protein/Immune System, Viral Protein-Immune System complex",,
3U2S,,"PG9 heavy chain, PG9 light chain, Envelope glycoprotein gp120",Structure of HIV-1 gp120 V1/V2 domain with broadly neutralizing antibody PG9.,IMMUNE SYSTEM,"greek key, immunoglobulin, immune recognition, IMMUNE SYSTEM",,
3KYK,,"Heavy Chain Li33 IgG1, Light Chain Li33 IgG1",Improving the solubility of anti-LINGO-1 monoclonal antibody Li33 by isotype switching and targeted mutagenesis.,IMMUNE SYSTEM,"antibody, IMMUNE SYSTEM",,
6DB8,N,"Fab-Heavy chain, Fab-Light chain/RNA Complex",Structural basis for activation of fluorogenic dyes by an RNA aptamer lacking a G-quadruplex motif.,RNA/IMMUNE SYSTEM,"Fluorescent aptamer, Fab, DIR, RNA, RNA-IMMUNE SYSTEM complex",,
6QB9,N,scFv55,Antibody fragments structurally enable a drug-discovery campaign on the cancer target Mcl-1.,APOPTOSIS,"Mcl1, scFv, AZD5991, APOPTOSIS",,
6ANA,N,"anti Kappa VHH domain, LL2 Fab Heavy Chain, LL2 Fab Light Chain",Structural Basis of Enhanced Crystallizability Induced by a Molecular Chaperone for Antibody Antigen-Binding Fragments.,IMMUNE SYSTEM,"Fab, antibody, CD22, VHH domain, IMMUNE SYSTEM",,
1FJ1,,,Structural identification of a key protective B-cell epitope in Lyme disease antigen OspA.,IMMUNE SYSTEM,"OSPA, LYME DISEASE, ANTIBODY FAB FRAGMENT, NEUTRALIZING EPITOPE, IMMUNE SYSTEM",,
7EVY,N,,Structures of signaling complexes of lipid receptors S1PR1 and S1PR5 reveal mechanisms of activation and drug recognition.,MEMBRANE PROTEIN,"Homo sapiens, MEMBRANE PROTEIN",,
4RGM,,"Enterotoxin type B, 20B1 light chain, 20B1 heavy chain",Mechanisms mediating enhanced neutralization efficacy of staphylococcal enterotoxin B by combinations of monoclonal antibodies.,TOXIN/IMMUNE SYSTEM,"Neutralizing antibody, Staphylococcal enterotoxin B, TOXIN-IMMUNE SYSTEM complex",,
6UUN,N,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Receptor activity-modifying protein 2, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, Nanobody 35, ADM, Calcitonin gene-related peptide type 1 receptor",Structure and Dynamics of Adrenomedullin Receptors AM1and AM2Reveal Key Mechanisms in the Control of Receptor Phenotype by Receptor Activity-Modifying Proteins.,MEMBRANE PROTEIN,"GPCR, adrenomedullin receptor complex, MEMBRANE PROTEIN",,
3TWC,,"PGT127 light chain, Ig lambda-2 chain C regions, PGT127 heavy chain, Ig gamma-1 chain C region",A potent and broad neutralizing antibody recognizes and penetrates the HIV glycan shield.,IMMUNE SYSTEM,"Fab, HIV-1 neutralizing antibody, gp120, IMMUNE SYSTEM",,
6P67,N,"Anti-IL-7R 2B8 Fab heavy chain, anti-IL-7R 2B8 Fab light chain, Interleukin-7 receptor subunit alpha",New anti-IL-7R alpha monoclonal antibodies show efficacy against T cell acute lymphoblastic leukemia in pre-clinical models.,IMMUNE SYSTEM,"Interleukin-7 receptor extracellular dohmain, antibody 2B8 Fab fragment, protein polymer, IMMUNE SYSTEM",,
6D9W,N,"Divalent metal cation transporter MntH, Fab Heavy Chain, Fab Light Chain",Structures in multiple conformations reveal distinct transition metal and proton pathways in an Nramp transporter.,TRANSPORT PROTEIN,"Transition metal, proton, secondary transporter, LeuT-fold, TRANSPORT PROTEIN",,
7LF2,N,,Cryo-EM structures of inhibitory antibodies complexed with arginase 1 provide insight into mechanism of action.,HYDROLASE/IMMUNE SYSTEM,"Arginase, Metalloenzyme, IMMUNE SYSTEM, HYDROLASE-IMMUNE SYSTEM complex",,
7CJF,N,"antibody heavy chain, antibody light chain, Spike protein S1",A SARS-CoV-2 neutralizing antibody with extensive Spike binding coverage and modified for optimal therapeutic outcomes.,VIRAL PROTEIN,"SARS-CoV-2, RBD, antibody, VIRAL PROTEIN",,
4HJ0,,"Gastric inhibitory polypeptide receptor, Protein: Gipg013 Fab,    
Antagonizing antibody to the GIP Receptor, Heavy chain, Protein: Gipg013 Fab,    
Antagonizing antibody to the GIP Receptor, Light chain",Structural and Pharmacological Characterization of Novel Potent and Selective Monoclonal Antibody Antagonists of Glucose-dependent Insulinotropic Polypeptide Receptor.,IMMUNE SYSTEM,"Glucagon receptor sub-family recognition fold, IMMUNE SYSTEM",,
1RUP,,"immunoglobulin igg2a, heavy chain/immunoglobulin igg2a, light chain",Probing the antibody-catalyzed water-oxidation pathway at atomic resolution.,IMMUNE SYSTEM,"immunoglobulin, catalytic antibody, water oxidation, amino acid modification, immune system",,
7L0L,N,,A single residue in influenza virus H2 hemagglutinin enhances the breadth of the B cell response elicited by H2 vaccination.,IMMUNE SYSTEM/Viral protein,"VRC, IMMUNE SYSTEM, VRC316, H2, Fab, Flu, IMMUNE SYSTEM-Viral protein complex",,
6SC8,N,"E3 ubiquitin-protein ligase RNF31 (E.C.2.3.2.31), Single domain antibody",Single-Domain Antibodies as Crystallization Chaperones to Enable Structure-Based Inhibitor Development for RBR E3 Ubiquitin Ligases.,LIGASE,"Human single domain antibody, HOIP, RBR, Inhibitor, ligase",,
7RAL,N,,Broad sarbecovirus neutralization by a human monoclonal antibody.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, Spike glycoprotein, Fab S2X259, VIRAL PROTEIN, Structural Genomics, Seattle Structural Genomics Center for Infectious Disease, SSGCID, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
6LDV,N,"Fab heavy chain, Fab light chain, GLY-M3L-GLY-GLY-THR-TYR-PRO",Structural basis for antigen recognition by methylated lysine-specific antibodies.,IMMUNE SYSTEM,"methylation, antibody, phage display, biomolecular recognition, IMMUNE SYSTEM",,
6RU5,N,"Complement C3, hC3Nb1",Structural Basis for Properdin Oligomerization and Convertase Stimulation in the Human Complement System.,IMMUNE SYSTEM,"innate immunity, complement C3, antibody, nanobody, IMMUNE SYSTEM",,
5BZW,,"2B3 Fab light chain, 2B3 Fab heavy chain",Early Antibody Lineage Diversification and Independent Limb Maturation Lead to Broad HIV-1 Neutralization Targeting the Env High-Mannose Patch.,IMMUNE SYSTEM,"HIV, Antibody, Fab, IMMUNE SYSTEM",,
5GRX,N,diabody protein,Crystal structure of mono- and bi-specific diabodies and reduction of their structural flexibility by introduction of disulfide bridges at the Fv interface.,IMMUNE SYSTEM,"diabody, antibody fragment, disulfide bonded, IMMUNE SYSTEM",,
5A2L,,"SCFV-SM3, MODIFIED ANTIGEN TN",Deciphering the Non-Equivalence of Serine and Threonine O-Glycosylation Points: Implications for Molecular Recognition of the Tn Antigen by an Anti-Muc1 Antibody.,IMMUNE SYSTEM,"IMMUNE SYSTEM, PEPTIDE BINDING PROTEIN, GLYCOPEPTIDES, ANTIBODIES, MOLECULAR RECOGNITION, CONFORMATION ANALYSIS, FUSION PROTEIN",,
